"ENSEMBL","SYMBOL","biotype","geneloc"
"ENSG00000119231"," SENP5"," protein_coding","chr3:196867856-196934714"
"ENSG00000166734"," GOLM2"," protein_coding","chr15:44288719-44415758"
"ENSG00000137944"," KYAT3"," protein_coding","chr1:88935773-88992953"
"ENSG00000242952"," RPSAP3"," transcribed_processed_pseudogene","chr14:76634775-76635661"
"ENSG00000141429"," GALNT1"," protein_coding","chr18:35581117-35711834"
"ENSG00000247092"," SNHG10"," lncRNA","chr14:95521943-95534889"
"ENSG00000187726"," DNAJB13"," protein_coding","chr11:73951026-73970366"
"ENSG00000186395"," KRT10"," protein_coding","chr17:40818117-40822614"
"ENSG00000136828"," RALGPS1"," protein_coding","chr9:126914774-127223166"
"ENSG00000223877"," RPS8P10"," unprocessed_pseudogene","chr15:22152276-22152897"
"ENSG00000251409",NA,NA,"chr5:95835943-95852721"
"ENSG00000267053",NA,NA,"chr19:36304564-36321274"
"ENSG00000158828"," PINK1"," protein_coding","chr1:20633458-20651511"
"ENSG00000226499",NA,NA,"chr1:44843921-44844082"
"ENSG00000077152"," UBE2T"," protein_coding","chr1:202331657-202341980"
"ENSG00000005249"," PRKAR2B"," protein_coding","chr7:107044705-107161811"
"ENSG00000174738"," NR1D2"," protein_coding","chr3:23945286-23980617"
"ENSG00000119703"," ZC2HC1C"," protein_coding","chr14:75064109-75119502"
"ENSG00000112874"," NUDT12"," protein_coding","chr5:103548855-103562790"
"ENSG00000130429"," ARPC1B"," protein_coding","chr7:99374249-99394816"
"ENSG00000177462"," OR2T8"," protein_coding","chr1:247920252-247923152"
"ENSG00000238084",NA,NA,"chr1:25398721-25399198"
"ENSG00000266563"," EIF1P5"," unprocessed_pseudogene","chr17:21259968-21260501"
"ENSG00000007392"," LUC7L"," protein_coding","chr16:188969-229463"
"ENSG00000123472"," ATPAF1"," protein_coding","chr1:46632737-46673867"
"ENSG00000226979"," LTA"," protein_coding","chr6:31572054-31574324"
"ENSG00000228007",NA,NA,"chr17:75338827-75339147"
"ENSG00000006118"," TMEM132A"," protein_coding","chr11:60924460-60937159"
"ENSG00000235734"," HMGN1P36"," processed_pseudogene","chr2:97827248-97827545"
"ENSG00000286001",NA,NA,"chr5:218298-314955"
"ENSG00000139173"," TMEM117"," protein_coding","chr12:43835967-44389762"
"ENSG00000239213"," NCK1-DT"," lncRNA","chr3:136835345-136862618"
"ENSG00000125835"," SNRPB"," protein_coding","chr20:2461634-2470853"
"ENSG00000189007"," ADAT2"," protein_coding","chr6:143422832-143450695"
"ENSG00000106392"," C1GALT1"," protein_coding","chr7:7156934-7248616"
"ENSG00000062524"," LTK"," protein_coding","chr15:41503637-41513887"
"ENSG00000241411",NA,NA,"chr4:134952259-134952889"
"ENSG00000235916"," MRPS18CP7"," processed_pseudogene","chrX:53825887-53826309"
"ENSG00000048649"," RSF1"," protein_coding","chr11:77660009-77820869"
"ENSG00000131187"," F12"," protein_coding","chr5:177402141-177409564"
"ENSG00000228624"," HDAC2-AS2"," lncRNA","chr6:113969701-114471705"
"ENSG00000152700"," SAR1B"," protein_coding","chr5:134601149-134649271"
"ENSG00000261098",NA,NA,"chr11:107312132-107316271"
"ENSG00000273449",NA,NA,"chr4:163529771-163530697"
"ENSG00000278993",NA,NA,"chr12:110501614-110503441"
"ENSG00000236852"," SSBL2P"," processed_pseudogene","chrX:62779250-62780326"
"ENSG00000167964"," RAB26"," protein_coding","chr16:2140803-2154165"
"ENSG00000154654"," NCAM2"," protein_coding","chr21:20998409-21543329"
"ENSG00000100865"," CINP"," protein_coding","chr14:102341102-102362916"
"ENSG00000115641"," FHL2"," protein_coding","chr2:105357712-105438513"
"ENSG00000272356",NA,NA,"chr6:111309203-111313517"
"ENSG00000158411"," MITD1"," protein_coding","chr2:99161427-99181058"
"ENSG00000215349"," MRPL3P1"," processed_pseudogene","chr13:19304593-19305625"
"ENSG00000131467"," PSME3"," protein_coding","chr17:42824385-42843760"
"ENSG00000086015"," MAST2"," protein_coding","chr1:45786987-46036122"
"ENSG00000100897"," DCAF11"," protein_coding","chr14:24114195-24125242"
"ENSG00000214203"," RPS4XP1"," processed_pseudogene","chr12:100009052-100009838"
"ENSG00000188725"," SMIM15"," protein_coding","chr5:61157704-61162468"
"ENSG00000165115"," KIF27"," protein_coding","chr9:83834099-83921465"
"ENSG00000163870"," TPRA1"," protein_coding","chr3:127571232-127598267"
"ENSG00000102038"," SMARCA1"," protein_coding","chrX:129446501-129523500"
"ENSG00000160062"," ZBTB8A"," protein_coding","chr1:32539427-32605941"
"ENSG00000176273"," SLC35G1"," protein_coding","chr10:93893973-93956062"
"ENSG00000085998"," POMGNT1"," protein_coding","chr1:46188682-46220305"
"ENSG00000116459"," ATP5PB"," protein_coding","chr1:111448864-111462773"
"ENSG00000102977"," ACD"," protein_coding","chr16:67657512-67660815"
"ENSG00000244527",NA,NA,"chr18:21119182-21119661"
"ENSG00000174547"," MRPL11"," protein_coding","chr11:66435075-66466738"
"ENSG00000188343"," CIBAR1"," protein_coding","chr8:93698561-93731527"
"ENSG00000101544"," ADNP2"," protein_coding","chr18:80109262-80147523"
"ENSG00000277067",NA,NA,"chr21:7048891-7087229"
"ENSG00000138279"," ANXA7"," protein_coding","chr10:73375101-73414076"
"ENSG00000116922"," C1orf109"," protein_coding","chr1:37681570-37692249"
"ENSG00000160305"," DIP2A"," protein_coding","chr21:46458891-46570015"
"ENSG00000131370"," SH3BP5"," protein_coding","chr3:15254353-15341368"
"ENSG00000130119"," GNL3L"," protein_coding","chrX:54530183-54621521"
"ENSG00000272374",NA,NA,"chr6:35220370-35224630"
"ENSG00000118496"," FBXO30"," protein_coding","chr6:145793502-145814795"
"ENSG00000100084"," HIRA"," protein_coding","chr22:19330698-19447450"
"ENSG00000198799"," LRIG2"," protein_coding","chr1:113073198-113132260"
"ENSG00000227586"," RPS26P39"," processed_pseudogene","chr10:123171535-123171875"
"ENSG00000177889"," UBE2N"," protein_coding","chr12:93405673-93441947"
"ENSG00000177051"," FBXO46"," protein_coding","chr19:45710629-45730896"
"ENSG00000143126"," CELSR2"," protein_coding","chr1:109249539-109275751"
"ENSG00000253554"," LINC01414"," lncRNA","chr8:63687179-64369176"
"ENSG00000274419"," TBC1D3D"," protein_coding","chr17:38003976-38014902"
"ENSG00000155827"," RNF20"," protein_coding","chr9:101533853-101563344"
"ENSG00000178896"," EXOSC4"," protein_coding","chr8:144078648-144080648"
"ENSG00000114745"," GORASP1"," protein_coding","chr3:39096599-39107863"
"ENSG00000236778"," INTS6-AS1"," lncRNA","chr13:51452364-51554678"
"ENSG00000166598"," HSP90B1"," protein_coding","chr12:103930107-103953931"
"ENSG00000180879"," SSR4"," protein_coding","chrX:153793516-153798499"
"ENSG00000186594"," MIR22HG"," lncRNA","chr17:1711493-1717174"
"ENSG00000267040",NA,NA,"chr18:57630302-57669296"
"ENSG00000116120"," FARSB"," protein_coding","chr2:222566899-222656092"
"ENSG00000118420"," UBE3D"," protein_coding","chr6:82892390-83065841"
"ENSG00000074266"," EED"," protein_coding","chr11:86244753-86278813"
"ENSG00000049656"," CLPTM1L"," protein_coding","chr5:1317752-1345099"
"ENSG00000231549"," ATP5MDP1"," processed_pseudogene","chrX:74173890-74174066"
"ENSG00000104356"," POP1"," protein_coding","chr8:98117293-98159835"
"ENSG00000111790"," FGFR1OP2"," protein_coding","chr12:26938470-26966650"
"ENSG00000163611"," SPICE1"," protein_coding","chr3:113442718-113515187"
"ENSG00000175390"," EIF3F"," protein_coding","chr11:7970251-8001862"
"ENSG00000089558"," KCNH4"," protein_coding","chr17:42156891-42181142"
"ENSG00000214900"," LINC01588"," lncRNA","chr14:49927571-50105043"
"ENSG00000264207",NA,NA,"chr1:149861271-149862504"
"ENSG00000213222"," TOMM40P4"," processed_pseudogene","chr2:131723253-131724279"
"ENSG00000120071"," KANSL1"," protein_coding","chr17:46029916-46225389"
"ENSG00000040199"," PHLPP2"," protein_coding","chr16:71637835-71724701"
"ENSG00000105258"," POLR2I"," protein_coding","chr19:36113709-36115213"
"ENSG00000232211",NA,NA,"chr9:86632147-86696496"
"ENSG00000157184"," CPT2"," protein_coding","chr1:53196792-53214197"
"ENSG00000151748"," SAV1"," protein_coding","chr14:50632058-50668306"
"ENSG00000083807"," SLC27A5"," protein_coding","chr19:58479512-58512413"
"ENSG00000154174"," TOMM70"," protein_coding","chr3:100363431-100401089"
"ENSG00000099331"," MYO9B"," protein_coding","chr19:17075777-17214537"
"ENSG00000129518"," EAPP"," protein_coding","chr14:34515938-34539711"
"ENSG00000176619"," LMNB2"," protein_coding","chr19:2427638-2456959"
"ENSG00000138382"," METTL5"," protein_coding","chr2:169810081-169824931"
"ENSG00000106443"," PHF14"," protein_coding","chr7:10973336-11169623"
"ENSG00000227105"," PARP1P1"," processed_pseudogene","chr13:110936759-110939784"
"ENSG00000231466",NA,NA,"chr22:25349543-25350322"
"ENSG00000183826"," BTBD9"," protein_coding","chr6:38168451-38640148"
"ENSG00000230797"," YY2"," protein_coding","chrX:21855987-21858740"
"ENSG00000169714"," CNBP"," protein_coding","chr3:129167827-129183922"
"ENSG00000174780"," SRP72"," protein_coding","chr4:56467617-56503681"
"ENSG00000238003"," RPL10P4"," processed_pseudogene","chr1:201978642-201978949"
"ENSG00000213935"," RPL22P16"," processed_pseudogene","chr7:4865432-4865804"
"ENSG00000196712"," NF1"," protein_coding","chr17:31094927-31382116"
"ENSG00000120805"," ARL1"," protein_coding","chr12:101393116-101407772"
"ENSG00000101040"," ZMYND8"," protein_coding","chr20:47209214-47356889"
"ENSG00000104343"," UBE2W"," protein_coding","chr8:73780097-73878910"
"ENSG00000126003"," PLAGL2"," protein_coding","chr20:32192504-32207743"
"ENSG00000214832"," UPF3AP2"," transcribed_processed_pseudogene","chr17:20375369-20376840"
"ENSG00000116754"," SRSF11"," protein_coding","chr1:70205682-70253052"
"ENSG00000106591"," MRPL32"," protein_coding","chr7:42932376-42948958"
"ENSG00000204387"," SNHG32"," lncRNA","chr6:31834608-31839766"
"ENSG00000164305"," CASP3"," protein_coding","chr4:184627696-184649509"
"ENSG00000177842"," ZNF620"," protein_coding","chr3:40477131-40518736"
"ENSG00000164040"," PGRMC2"," protein_coding","chr4:128269237-128288829"
"ENSG00000248554"," C5orf34-AS1"," lncRNA","chr5:43511058-43521811"
"ENSG00000164068"," RNF123"," protein_coding","chr3:49689538-49721529"
"ENSG00000162129"," CLPB"," protein_coding","chr11:72285495-72434680"
"ENSG00000092439"," TRPM7"," protein_coding","chr15:50552473-50686797"
"ENSG00000275052"," PPP4R3B"," protein_coding","chr2:55547292-55618880"
"ENSG00000234925"," ATP5PDP4"," processed_pseudogene","chr12:68642519-68642993"
"ENSG00000267422",NA,NA,"chr19:37779686-37792865"
"ENSG00000104783"," KCNN4"," protein_coding","chr19:43766533-43781257"
"ENSG00000151876"," FBXO4"," protein_coding","chr5:41925254-41941743"
"ENSG00000158769"," F11R"," protein_coding","chr1:160995211-161021343"
"ENSG00000213683",NA,NA,"chr22:50754675-50755434"
"ENSG00000156411"," ATP5MJ"," protein_coding","chr14:103912288-103928269"
"ENSG00000128694"," OSGEPL1"," protein_coding","chr2:189746660-189763227"
"ENSG00000155008"," APOOL"," protein_coding","chrX:85003877-85093316"
"ENSG00000129559"," NEDD8"," protein_coding","chr14:24216857-24232367"
"ENSG00000174891"," RSRC1"," protein_coding","chr3:158105855-158545730"
"ENSG00000223891"," OSER1-DT"," lncRNA","chr20:44210907-44226027"
"ENSG00000143183"," TMCO1"," protein_coding","chr1:165724293-165827755"
"ENSG00000242411",NA,NA,"chr19:56217168-56217777"
"ENSG00000235078",NA,NA,"chr2:3519275-3523197"
"ENSG00000214941"," ZSWIM7"," protein_coding","chr17:15976560-15999717"
"ENSG00000273004",NA,NA,"chr1:185317779-185318530"
"ENSG00000204217"," BMPR2"," protein_coding","chr2:202376327-202567751"
"ENSG00000170871"," KIAA0232"," protein_coding","chr4:6781375-6884170"
"ENSG00000088280"," ASAP3"," protein_coding","chr1:23428563-23484568"
"ENSG00000130175"," PRKCSH"," protein_coding","chr19:11435284-11450968"
"ENSG00000120860"," WASHC3"," protein_coding","chr12:102012840-102062149"
"ENSG00000227039"," ITGB2-AS1"," lncRNA","chr21:44921051-44929678"
"ENSG00000260644"," HERC2P5"," transcribed_unprocessed_pseudogene","chr16:32741314-32776196"
"ENSG00000115548"," KDM3A"," protein_coding","chr2:86440647-86492716"
"ENSG00000129480"," DTD2"," protein_coding","chr14:31446036-31457506"
"ENSG00000245910"," SNHG6"," lncRNA","chr8:66921684-66926398"
"ENSG00000160097"," FNDC5"," protein_coding","chr1:32862268-32872482"
"ENSG00000214753"," HNRNPUL2"," protein_coding","chr11:62712630-62727457"
"ENSG00000177565"," TBL1XR1"," protein_coding","chr3:177019340-177228000"
"ENSG00000152763"," DNAI4"," protein_coding","chr1:66812885-66924856"
"ENSG00000217733"," CCT7P1"," processed_pseudogene","chr6:149879962-149881572"
"ENSG00000181690"," PLAG1"," protein_coding","chr8:56160909-56211324"
"ENSG00000111325"," OGFOD2"," protein_coding","chr12:122974580-122980043"
"ENSG00000165410"," CFL2"," protein_coding","chr14:34709113-34714823"
"ENSG00000089335"," ZNF302"," protein_coding","chr19:34677639-34686397"
"ENSG00000156928"," MALSU1"," protein_coding","chr7:23298739-23311729"
"ENSG00000262879",NA,NA,"chr17:46983287-47100323"
"ENSG00000229965"," RPS3AP7"," processed_pseudogene","chr1:226438564-226439344"
"ENSG00000264666",NA,NA,"chr17:17591428-17610485"
"ENSG00000163141"," BNIPL"," protein_coding","chr1:151036321-151047720"
"ENSG00000158669"," GPAT4"," protein_coding","chr8:41577187-41625001"
"ENSG00000105135"," ILVBL"," protein_coding","chr19:15114984-15125786"
"ENSG00000213906"," LTB4R2"," protein_coding","chr14:24305734-24312053"
"ENSG00000214881"," TMEM14DP"," processed_pseudogene","chr10:68544489-68544833"
"ENSG00000123545"," NDUFAF4"," protein_coding","chr6:96889315-96897891"
"ENSG00000065135"," GNAI3"," protein_coding","chr1:109548615-109600195"
"ENSG00000127952"," STYXL1"," protein_coding","chr7:75996338-76048004"
"ENSG00000028116"," VRK2"," protein_coding","chr2:57907629-58159920"
"ENSG00000008382"," MPND"," protein_coding","chr19:4343527-4360086"
"ENSG00000220205"," VAMP2"," protein_coding","chr17:8159149-8163546"
"ENSG00000175931"," UBE2O"," protein_coding","chr17:76389456-76453152"
"ENSG00000227311",NA,NA,"chr1:40333078-40333557"
"ENSG00000103353"," UBFD1"," protein_coding","chr16:23557721-23574389"
"ENSG00000232699"," BDH2P1"," processed_pseudogene","chr6:99174744-99175479"
"ENSG00000135801"," TAF5L"," protein_coding","chr1:229593121-229626047"
"ENSG00000244722"," RPSAP29"," processed_pseudogene","chr3:110682286-110683154"
"ENSG00000137720"," C11orf1"," protein_coding","chr11:111878935-111885975"
"ENSG00000185864"," NPIPB4"," protein_coding","chr16:21834569-21880827"
"ENSG00000125898"," FAM110A"," protein_coding","chr20:833715-857463"
"ENSG00000153495"," TEX29"," protein_coding","chr13:111316184-111344249"
"ENSG00000115468"," EFHD1"," protein_coding","chr2:232606057-232682780"
"ENSG00000248643"," RBM14-RBM4"," protein_coding","chr11:66616626-66646469"
"ENSG00000198752"," CDC42BPB"," protein_coding","chr14:102932380-103057549"
"ENSG00000243988"," RPS24P17"," processed_pseudogene","chr16:56906534-56906956"
"ENSG00000280007",NA,NA,"chr22:18110759-18131154"
"ENSG00000205085"," FAM71F2"," protein_coding","chr7:128671693-128687877"
"ENSG00000271855",NA,NA,"chr2:9555899-9556775"
"ENSG00000012061"," ERCC1"," protein_coding","chr19:45407334-45478828"
"ENSG00000244052"," RPL5P24"," processed_pseudogene","chr8:102923371-102924255"
"ENSG00000064726"," BTBD1"," protein_coding","chr15:83016423-83067252"
"ENSG00000214973"," CHCHD3P3"," processed_pseudogene","chr1:27200834-27201473"
"ENSG00000139178"," C1RL"," protein_coding","chr12:7089587-7109238"
"ENSG00000164346"," NSA2"," protein_coding","chr5:74766991-74780113"
"ENSG00000064042"," LIMCH1"," protein_coding","chr4:41359607-41700044"
"ENSG00000156831"," NSMCE2"," protein_coding","chr8:125091679-125367120"
"ENSG00000165406"," MARCHF8"," protein_coding","chr10:45454585-45594906"
"ENSG00000138336"," TET1"," protein_coding","chr10:68560337-68694487"
"ENSG00000143643"," TTC13"," protein_coding","chr1:230906243-230978875"
"ENSG00000061938"," TNK2"," protein_coding","chr3:195863364-195911945"
"ENSG00000149054"," ZNF215"," protein_coding","chr11:6926404-7001004"
"ENSG00000144821"," MYH15"," protein_coding","chr3:108380368-108529322"
"ENSG00000267390"," KDSR-DT"," lncRNA","chr18:63367328-63381629"
"ENSG00000161714"," PLCD3"," protein_coding","chr17:45108959-45133354"
"ENSG00000274226"," TBC1D3H"," protein_coding","chr17:36377531-36388423"
"ENSG00000196597"," ZNF782"," protein_coding","chr9:96816269-96875623"
"ENSG00000267736"," HMGB2P1"," transcribed_processed_pseudogene","chr19:1203209-1203842"
"ENSG00000112576"," CCND3"," protein_coding","chr6:41934934-42050357"
"ENSG00000254454"," RCC2P6"," processed_pseudogene","chr11:62371146-62373168"
"ENSG00000110075"," PPP6R3"," protein_coding","chr11:68460731-68615334"
"ENSG00000056736"," IL17RB"," protein_coding","chr3:53846568-53865794"
"ENSG00000286038"," SPDYE13"," protein_coding","chr7:75281243-75287121"
"ENSG00000162694"," EXTL2"," protein_coding","chr1:100872372-100895179"
"ENSG00000130254"," SAFB2"," protein_coding","chr19:5586999-5624046"
"ENSG00000172795"," DCP2"," protein_coding","chr5:112976702-113022195"
"ENSG00000168477"," TNXB"," protein_coding","chr6:32041153-32115334"
"ENSG00000205955"," HSP90AA5P"," transcribed_processed_pseudogene","chr3:184115352-184117898"
"ENSG00000179715"," PCED1B"," protein_coding","chr12:47079603-47236662"
"ENSG00000282508"," LINC01002"," lncRNA","chr19:198264-246544"
"ENSG00000248327"," NOL8P1"," processed_pseudogene","chr4:165547532-165551060"
"ENSG00000259460",NA,NA,"chr15:37099339-37100173"
"ENSG00000079313"," REXO1"," protein_coding","chr19:1815248-1848483"
"ENSG00000111252"," SH2B3"," protein_coding","chr12:111405923-111451623"
"ENSG00000108788"," MLX"," protein_coding","chr17:42567072-42573239"
"ENSG00000205808"," PLPP6"," protein_coding","chr9:4662294-4665258"
"ENSG00000142396"," ERVK3-1"," protein_coding","chr19:58305319-58315663"
"ENSG00000168175"," MAPK1IP1L"," protein_coding","chr14:55051647-55070194"
"ENSG00000139343"," SNRPF"," protein_coding","chr12:95858928-95903828"
"ENSG00000204859"," ZBTB48"," protein_coding","chr1:6579994-6589280"
"ENSG00000074319"," TSG101"," protein_coding","chr11:18468336-18526951"
"ENSG00000112984"," KIF20A"," protein_coding","chr5:138178719-138187723"
"ENSG00000171425"," ZNF581"," protein_coding","chr19:55635459-55645623"
"ENSG00000185591"," SP1"," protein_coding","chr12:53380176-53416446"
"ENSG00000183718"," TRIM52"," protein_coding","chr5:181254417-181261139"
"ENSG00000100941"," PNN"," protein_coding","chr14:39175183-39183220"
"ENSG00000243317"," STMP1"," protein_coding","chr7:135662496-135693418"
"ENSG00000232883",NA,NA,"chr1:220316667-220317599"
"ENSG00000063046"," EIF4B"," protein_coding","chr12:53006282-53042215"
"ENSG00000121022"," COPS5"," protein_coding","chr8:67043079-67083783"
"ENSG00000128050"," PAICS"," protein_coding","chr4:56435741-56464578"
"ENSG00000166822"," TMEM170A"," protein_coding","chr16:75443054-75465497"
"ENSG00000260293",NA,NA,"chr16:2476558-2482173"
"ENSG00000165630"," PRPF18"," protein_coding","chr10:13586939-13630859"
"ENSG00000181555"," SETD2"," protein_coding","chr3:47016429-47164113"
"ENSG00000135535"," CD164"," protein_coding","chr6:109366514-109382467"
"ENSG00000158008"," EXTL1"," protein_coding","chr1:26019884-26036464"
